Results	Entity	Line	Column	CheckID	Check Name
      No comment with variable declaration	IsExternallyManaged	29	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	vector	28	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ChildDiags	100	22	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	K	107	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Diag	112	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	LangOpts	113	21	RECOMMENDED_16	Variables should be commented
    CIndexer.cpp					
      Max Length(200) Exceeded: 219 lines.	CIndexer.cpp	0	0	RECOMMENDED_02	Files too long
      Fixed Value(128) used incorrectly	SmallString	103	14	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	info	129	71	RECOMMENDED_08	Magic Numbers
      Fixed Value(256) used incorrectly	SmallString	160	14	RECOMMENDED_08	Magic Numbers
      Violation: LibclangInvocationReporter defined but not called.	LibclangInvocationReporter	150	28	RECOMMENDED_13	Unused Functions
      Unused Local Variable	Args	152	33	RECOMMENDED_14	Unused Local Variables
      No comment with variable declaration	ResourcePath	144	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	183	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	190	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	UF	198	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Digest	208	22	RECOMMENDED_16	Variables should be commented
    CIndexer.h					
      Fixed Value(0) used incorrectly	function_ref	117	33	RECOMMENDED_08	Magic Numbers
      Violation: getInvocationEmissionPath defined but not called.	getInvocationEmissionPath	85	12	RECOMMENDED_13	Unused Functions
      No comment with variable declaration	OnlyLocalDecls	36	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DisplayDiagnostics	37	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ResourcesPath	40	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PCHContainerOps	41	42	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ToolchainPath	43	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	InvocationEmissionPath	45	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	File	102	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ParseOperation	92	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CompletionOperation	92	45	RECOMMENDED_16	Variables should be commented
    CIndexHigh.cpp					
      Comment appears to contain code in or near getASTContext	getASTContext	71		RECOMMENDED_00	"Commented Out" Code
      Max Length(200) Exceeded: 534 lines.	CIndexHigh.cpp	0	0	RECOMMENDED_02	Files too long
      Function clang_isDeclaration has an implicit declaration	clang_isDeclaration	148	7	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_isExpression has an implicit declaration	clang_isExpression	166	8	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_getCursorLocation has an implicit declaration	clang_getCursorLocation	180	43	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_isDeclaration has an implicit declaration	clang_isDeclaration	215	9	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_visitChildren has an implicit declaration	clang_visitChildren	228	11	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_getCursorLocation has an implicit declaration	clang_getCursorLocation	278	41	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_getCursorLocation has an implicit declaration	clang_getCursorLocation	356	43	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_isDeclaration has an implicit declaration	clang_isDeclaration	464	7	RECOMMENDED_05	Functions shall not be declared implicitly
      Fixed Value(8) used incorrectly	SmallVector	30	24	RECOMMENDED_08	Magic Numbers
      Fixed Value(8) used incorrectly	SmallVector	52	36	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	cursor	163	58	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	cursor	172	66	RECOMMENDED_08	Magic Numbers
      Violation: clang_findReferencesInFileWithBlock defined but not called.	clang_findReferencesInFileWithBlock	518	9	RECOMMENDED_13	Unused Functions
      Violation: clang_findIncludesInFileWithBlock defined but not called.	clang_findIncludesInFileWithBlock	526	9	RECOMMENDED_13	Unused Functions
      Violation: visit defined but not called.	visit	372	33	RECOMMENDED_13	Unused Functions
      Unused Local Variable	parent	145	59	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	parent	263	62	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	parent	351	58	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	block	520	72	RECOMMENDED_14	Unused Local Variables
      Unused Local Variable	block	528	72	RECOMMENDED_14	Unused Local Variables
      No comment with variable declaration	Overridden	30	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	I	39	9	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	39	33	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TU	46	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FID	47	9	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Dcl	48	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SelectorIdIdx	49	6	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	visitor	50	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TopMethods	53	15	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ImplD	84	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXCtorD	88	41	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	methods	115	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SpellLoc	136	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	declCursor	147	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	151	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	data	155	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Loc	180	6	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SelIdLoc	181	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Ctx	185	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SM	186	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	isInMacroDef	187	9	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	isMacroArg	189	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SM	216	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FID	218	9	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Dcl	219	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	data	223	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DC	227	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Range	232	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Unit	245	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	File	246	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Macro	247	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	visitor	248	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Macro	265	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	data	273	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Loc	278	4	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Ctx	280	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SM	281	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	isInMacroDef	282	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	isMacroArg	284	9	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Unit	313	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SM	314	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FID	316	9	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Macro	317	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	data	325	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Range	327	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Unit	339	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	File	340	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	visitor	341	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Loc	356	6	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Ctx	358	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Unit	385	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SM	386	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FID	388	9	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	IncludesVisitor	390	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Range	392	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXUnit	437	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	refCursor	462	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	CXXUnit	500	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	visitor	521	26	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	visitor	529	26	RECOMMENDED_16	Variables should be commented
    CIndexInclusionStack.cpp					
      Comment appears to contain code in or near clientData	clientData	91		RECOMMENDED_00	"Commented Out" Code
      Fixed Value(10) used incorrectly	SmallVector	28	32	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	n	85	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	n	93	11	RECOMMENDED_08	Magic Numbers
      Violation: clang_getInclusions defined but not called.	clang_getInclusions	70	5	RECOMMENDED_13	Unused Functions
      No comment with variable declaration	CXXUnit	25	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SM	26	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Ctx	27	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	HasPreamble	29	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	i	31	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Invalid	32	9	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SL	33	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PLoc	51	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	SM	77	17	RECOMMENDED_16	Variables should be commented
    CIndexUSRs.cpp					
      Function clang_getCursorKind has an implicit declaration	clang_getCursorKind	39	26	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_isDeclaration has an implicit declaration	clang_isDeclaration	41	6	RECOMMENDED_05	Functions shall not be declared implicitly
      Fixed Value(2) used incorrectly	substr	31	39	RECOMMENDED_08	Magic Numbers
      Fixed Value(128) used incorrectly	SmallString	93	14	RECOMMENDED_08	Magic Numbers
      Fixed Value(128) used incorrectly	SmallString	103	14	RECOMMENDED_08	Magic Numbers
      Fixed Value(128) used incorrectly	SmallString	111	14	RECOMMENDED_08	Magic Numbers
      Fixed Value(128) used incorrectly	SmallString	118	14	RECOMMENDED_08	Magic Numbers
      Fixed Value(128) used incorrectly	SmallString	126	14	RECOMMENDED_08	Magic Numbers
      Fixed Value(128) used incorrectly	SmallString	134	14	RECOMMENDED_08	Magic Numbers
      Violation: clang_getCursorUSR defined but not called.	clang_getCursorUSR	38	9	RECOMMENDED_13	Unused Functions
      Violation: clang_constructUSR_ObjCIvar defined but not called.	clang_constructUSR_ObjCIvar	92	9	RECOMMENDED_13	Unused Functions
      Violation: clang_constructUSR_ObjCMethod defined but not called.	clang_constructUSR_ObjCMethod	100	9	RECOMMENDED_13	Unused Functions
      Violation: clang_constructUSR_ObjCClass defined but not called.	clang_constructUSR_ObjCClass	110	9	RECOMMENDED_13	Unused Functions
      Violation: clang_constructUSR_ObjCProtocol defined but not called.	clang_constructUSR_ObjCProtocol	117	9	RECOMMENDED_13	Unused Functions
      Violation: clang_constructUSR_ObjCCategory defined but not called.	clang_constructUSR_ObjCCategory	124	9	RECOMMENDED_13	Unused Functions
      Violation: clang_constructUSR_ObjCProperty defined but not called.	clang_constructUSR_ObjCProperty	132	9	RECOMMENDED_13	Unused Functions
      No comment with variable declaration	K	39	22	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	D	42	16	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TU	46	22	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	buf	50	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Ignore	54	9	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TU	67	22	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	buf	71	27	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Ignore	75	9	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Buf	93	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OS	94	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Buf	103	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OS	104	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Buf	111	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OS	112	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Buf	118	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OS	119	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Buf	126	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OS	127	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Buf	134	19	RECOMMENDED_16	Variables should be commented
    CLog.h					
      Comment appears to contain code in or near LogRef	LogRef	36		RECOMMENDED_00	"Commented Out" Code
      "sCachedVar" defined in header file.	sCachedVar	47	23	RECOMMENDED_01	Definitions in Header Files
      "EnvOpt" defined in header file.	EnvOpt	52	20	RECOMMENDED_01	Definitions in Header Files
      Fixed Value(64) used incorrectly	SmallString	43	14	RECOMMENDED_08	Magic Numbers
      Violation: operator<< defined but not called.	operator<<	73	10	RECOMMENDED_13	Unused Functions
      Violation: operator<< defined but not called.	operator<<	74	10	RECOMMENDED_13	Unused Functions
      Violation: operator<< defined but not called.	operator<<	79	10	RECOMMENDED_13	Unused Functions
      Violation: operator<< defined but not called.	operator<<	80	10	RECOMMENDED_13	Unused Functions
      Violation: operator<< defined but not called.	operator<<	81	10	RECOMMENDED_13	Unused Functions
      Violation: operator<< defined but not called.	operator<<	82	10	RECOMMENDED_13	Unused Functions
      Violation: operator<< defined but not called.	operator<<	83	10	RECOMMENDED_13	Unused Functions
      Violation: operator<< defined but not called.	operator<<	84	10	RECOMMENDED_13	Unused Functions
      Violation: operator<< defined but not called.	operator<<	85	10	RECOMMENDED_13	Unused Functions
      No comment with variable declaration	Name	41	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Trace	42	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Msg	43	18	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	LogOS	44	28	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	sCachedVar	47	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	EnvOpt	52	20	RECOMMENDED_16	Variables should be commented
    CursorVisitor.h					
      Comment appears to contain code in or near VisitPreprocessorLast	VisitPreprocessorLast	87		RECOMMENDED_00	"Commented Out" Code
      "I" defined in header file.	I	169	10	RECOMMENDED_01	Definitions in Header Files
      "E" defined in header file.	E	169	37	RECOMMENDED_01	Definitions in Header Files
      Max Length(200) Exceeded: 277 lines.	CursorVisitor.h	0	0	RECOMMENDED_02	Files too long
      Function clang_isDeclaration has an implicit declaration	clang_isDeclaration	131	10	RECOMMENDED_05	Functions shall not be declared implicitly
      Function clang_isDeclaration has an implicit declaration	clang_isDeclaration	137	10	RECOMMENDED_05	Functions shall not be declared implicitly
      Macro ABSTRACT_TYPELOC is defined within a block	ABSTRACT_TYPELOC	254	8	RECOMMENDED_07	Macros shall not be #define'd or #undef'd within a block
      Macro TYPELOC is defined within a block	TYPELOC	255	8	RECOMMENDED_07	Macros shall not be #define'd or #undef'd within a block
      Fixed Value(3) used incorrectly	data	35	19	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	data	42	9	RECOMMENDED_08	Magic Numbers
      Fixed Value(2) used incorrectly	data	43	9	RECOMMENDED_08	Magic Numbers
      Fixed Value(10) used incorrectly	SmallVector	50	32	RECOMMENDED_08	Magic Numbers
      Fixed Value(5) used incorrectly	SmallVector	106	32	RECOMMENDED_08	Magic Numbers
      Fixed Value(5) used incorrectly	SmallVector	107	32	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	data	160	16	RECOMMENDED_08	Magic Numbers
      Fixed Value(1) used incorrectly	data	161	16	RECOMMENDED_08	Magic Numbers
      Fixed Value(2) used incorrectly	data	162	16	RECOMMENDED_08	Magic Numbers
      Violation: getTU defined but not called.	getTU	175	20	RECOMMENDED_13	Unused Functions
      No comment with variable declaration	data	35	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	parent	36	11	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	K	37	7	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	DE_current	101	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FileDI_current	102	37	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Parent	121	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	StmtParent	122	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	OldParent	123	13	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	E	169	37	RECOMMENDED_16	Variables should be commented
    CXComment.cpp					
      Max Length(200) Exceeded: 405 lines.	CXComment.cpp	0	0	RECOMMENDED_02	Files too long
      Function clang_isDeclaration has an implicit declaration	clang_isDeclaration	31	7	RECOMMENDED_05	Functions shall not be declared implicitly
      Fixed Value(0) used incorrectly	C	92	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	ICC	169	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	HST	202	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	BCC	235	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	isPositionValid	327	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	getDepth	335	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(128) used incorrectly	SmallString	370	14	RECOMMENDED_08	Magic Numbers
      Fixed Value(1024) used incorrectly	SmallString	385	14	RECOMMENDED_08	Magic Numbers
      Fixed Value(1024) used incorrectly	SmallString	400	14	RECOMMENDED_08	Magic Numbers
      Violation: clang_Cursor_getParsedComment defined but not called.	clang_Cursor_getParsedComment	28	10	RECOMMENDED_13	Unused Functions
      Violation: clang_Comment_getKind defined but not called.	clang_Comment_getKind	41	19	RECOMMENDED_13	Unused Functions
      Violation: clang_Comment_getNumChildren defined but not called.	clang_Comment_getNumChildren	89	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Comment_getChild defined but not called.	clang_Comment_getChild	97	10	RECOMMENDED_13	Unused Functions
      Violation: clang_Comment_isWhitespace defined but not called.	clang_Comment_isWhitespace	105	9	RECOMMENDED_13	Unused Functions
      Violation: clang_InlineContentComment_hasTrailingNewline defined but not called.	clang_InlineContentComment_hasTrailingNewline	119	9	RECOMMENDED_13	Unused Functions
      Violation: clang_TextComment_getText defined but not called.	clang_TextComment_getText	127	9	RECOMMENDED_13	Unused Functions
      Violation: clang_InlineCommandComment_getCommandName defined but not called.	clang_InlineCommandComment_getCommandName	135	9	RECOMMENDED_13	Unused Functions
      Violation: clang_InlineCommandComment_getRenderKind defined but not called.	clang_InlineCommandComment_getRenderKind	145	0	RECOMMENDED_13	Unused Functions
      Violation: clang_InlineCommandComment_getNumArgs defined but not called.	clang_InlineCommandComment_getNumArgs	166	9	RECOMMENDED_13	Unused Functions
      Violation: clang_InlineCommandComment_getArgText defined but not called.	clang_InlineCommandComment_getArgText	174	9	RECOMMENDED_13	Unused Functions
      Violation: clang_HTMLTagComment_getTagName defined but not called.	clang_HTMLTagComment_getTagName	183	9	RECOMMENDED_13	Unused Functions
      Violation: clang_HTMLStartTagComment_isSelfClosing defined but not called.	clang_HTMLStartTagComment_isSelfClosing	191	9	RECOMMENDED_13	Unused Functions
      Violation: clang_HTMLStartTag_getNumAttrs defined but not called.	clang_HTMLStartTag_getNumAttrs	199	9	RECOMMENDED_13	Unused Functions
      Violation: clang_HTMLStartTag_getAttrName defined but not called.	clang_HTMLStartTag_getAttrName	207	9	RECOMMENDED_13	Unused Functions
      Violation: clang_HTMLStartTag_getAttrValue defined but not called.	clang_HTMLStartTag_getAttrValue	215	9	RECOMMENDED_13	Unused Functions
      Violation: clang_BlockCommandComment_getCommandName defined but not called.	clang_BlockCommandComment_getCommandName	223	9	RECOMMENDED_13	Unused Functions
      Violation: clang_BlockCommandComment_getNumArgs defined but not called.	clang_BlockCommandComment_getNumArgs	232	9	RECOMMENDED_13	Unused Functions
      Violation: clang_BlockCommandComment_getArgText defined but not called.	clang_BlockCommandComment_getArgText	240	9	RECOMMENDED_13	Unused Functions
      Violation: clang_BlockCommandComment_getParagraph defined but not called.	clang_BlockCommandComment_getParagraph	249	10	RECOMMENDED_13	Unused Functions
      Violation: clang_ParamCommandComment_getParamName defined but not called.	clang_ParamCommandComment_getParamName	257	9	RECOMMENDED_13	Unused Functions
      Violation: clang_ParamCommandComment_isParamIndexValid defined but not called.	clang_ParamCommandComment_isParamIndexValid	265	9	RECOMMENDED_13	Unused Functions
      Violation: clang_ParamCommandComment_getParamIndex defined but not called.	clang_ParamCommandComment_getParamIndex	273	9	RECOMMENDED_13	Unused Functions
      Violation: clang_ParamCommandComment_isDirectionExplicit defined but not called.	clang_ParamCommandComment_isDirectionExplicit	281	9	RECOMMENDED_13	Unused Functions
      Violation: clang_ParamCommandComment_getDirection defined but not called.	clang_ParamCommandComment_getDirection	289	33	RECOMMENDED_13	Unused Functions
      Violation: clang_TParamCommandComment_getParamName defined but not called.	clang_TParamCommandComment_getParamName	308	9	RECOMMENDED_13	Unused Functions
      Violation: clang_TParamCommandComment_isParamPositionValid defined but not called.	clang_TParamCommandComment_isParamPositionValid	316	9	RECOMMENDED_13	Unused Functions
      Violation: clang_TParamCommandComment_getDepth defined but not called.	clang_TParamCommandComment_getDepth	324	9	RECOMMENDED_13	Unused Functions
      Violation: clang_TParamCommandComment_getIndex defined but not called.	clang_TParamCommandComment_getIndex	332	9	RECOMMENDED_13	Unused Functions
      Violation: clang_VerbatimBlockLineComment_getText defined but not called.	clang_VerbatimBlockLineComment_getText	340	9	RECOMMENDED_13	Unused Functions
      Violation: clang_VerbatimLineComment_getText defined but not called.	clang_VerbatimLineComment_getText	349	9	RECOMMENDED_13	Unused Functions
      Violation: clang_HTMLTagComment_getAsString defined but not called.	clang_HTMLTagComment_getAsString	361	9	RECOMMENDED_13	Unused Functions
      Violation: clang_FullComment_getAsHTML defined but not called.	clang_FullComment_getAsHTML	376	9	RECOMMENDED_13	Unused Functions
      Violation: clang_FullComment_getAsXML defined but not called.	clang_FullComment_getAsXML	391	9	RECOMMENDED_13	Unused Functions
      No comment with variable declaration	D	34	14	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Context	35	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	C	42	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	C	90	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	C	98	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	C	106	17	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TC	110	25	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PC	113	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ICC	120	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TC	128	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ICC	136	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Traits	140	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ICC	146	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ICC	167	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	ICC	176	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	HTC	184	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	HST	192	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	HST	200	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	HST	208	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	HST	216	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	BCC	224	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Traits	228	23	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	BCC	233	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	BCC	242	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	BCC	250	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PCC	258	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PCC	266	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PCC	274	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PCC	282	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	PCC	291	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TPCC	309	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TPCC	317	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TPCC	325	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TPCC	333	30	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	VBL	341	34	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	VLC	350	29	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	HTC	362	24	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TU	366	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	Text	370	19	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FC	377	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TU	381	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	HTML	385	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	FC	392	21	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	TU	396	20	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	XML	400	20	RECOMMENDED_16	Variables should be commented
    CXComment.h					
      "createCXComment" defined in header file.	createCXComment	30	24	RECOMMENDED_01	Definitions in Header Files
      "getASTNode" defined in header file.	getASTNode	38	39	RECOMMENDED_01	Definitions in Header Files
      "getASTNodeAs" defined in header file.	getASTNodeAs	43	23	RECOMMENDED_01	Definitions in Header Files
      "getASTContext" defined in header file.	getASTContext	51	26	RECOMMENDED_01	Definitions in Header Files
      "getCommandTraits" defined in header file.	getCommandTraits	55	39	RECOMMENDED_01	Definitions in Header Files
      "Result" defined in header file.	Result	32	12	RECOMMENDED_01	Definitions in Header Files
      "C" defined in header file.	C	44	27	RECOMMENDED_01	Definitions in Header Files
      No comment with variable declaration	Result	32	12	RECOMMENDED_16	Variables should be commented
      No comment with variable declaration	C	44	27	RECOMMENDED_16	Variables should be commented
    CXCompilationDatabase.cpp					
      Fixed Value(0) used incorrectly	Cmds	79	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	CCmd	126	11	RECOMMENDED_08	Magic Numbers
      Fixed Value(0) used incorrectly	CCmd	150	9	RECOMMENDED_08	Magic Numbers
