Results	Entity	Line	Column	CheckID	Check Name
      Violation: clang_Cursor_isMacroFunctionLike defined but not called.	clang_Cursor_isMacroFunctionLike	3635	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_isMacroBuiltin defined but not called.	clang_Cursor_isMacroBuiltin	3647	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_isFunctionInlined defined but not called.	clang_Cursor_isFunctionInlined	3659	9	RECOMMENDED_13	Unused Functions
      Violation: clang_EvalResult_dispose defined but not called.	clang_EvalResult_dispose	3709	5	RECOMMENDED_13	Unused Functions
      Violation: clang_EvalResult_getKind defined but not called.	clang_EvalResult_getKind	3713	17	RECOMMENDED_13	Unused Functions
      Violation: clang_EvalResult_getAsInt defined but not called.	clang_EvalResult_getAsInt	3720	4	RECOMMENDED_13	Unused Functions
      Violation: clang_EvalResult_isUnsignedInt defined but not called.	clang_EvalResult_isUnsignedInt	3734	9	RECOMMENDED_13	Unused Functions
      Violation: clang_EvalResult_getAsUnsigned defined but not called.	clang_EvalResult_getAsUnsigned	3738	19	RECOMMENDED_13	Unused Functions
      Violation: clang_EvalResult_getAsDouble defined but not called.	clang_EvalResult_getAsDouble	3749	7	RECOMMENDED_13	Unused Functions
      Violation: clang_EvalResult_getAsStr defined but not called.	clang_EvalResult_getAsStr	3756	12	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_Evaluate defined but not called.	clang_Cursor_Evaluate	3931	13	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_hasAttrs defined but not called.	clang_Cursor_hasAttrs	3941	9	RECOMMENDED_13	Unused Functions
      Violation: clang_defaultSaveOptions defined but not called.	clang_defaultSaveOptions	3953	9	RECOMMENDED_13	Unused Functions
      Violation: clang_saveTranslationUnit defined but not called.	clang_saveTranslationUnit	3968	4	RECOMMENDED_13	Unused Functions
      Violation: clang_suspendTranslationUnit defined but not called.	clang_suspendTranslationUnit	4035	9	RECOMMENDED_13	Unused Functions
      Violation: clang_defaultReparseOptions defined but not called.	clang_defaultReparseOptions	4049	9	RECOMMENDED_13	Unused Functions
      Violation: clang_reparseTranslationUnit defined but not called.	clang_reparseTranslationUnit	4095	4	RECOMMENDED_13	Unused Functions
      Violation: clang_getTranslationUnitCursor defined but not called.	clang_getTranslationUnitCursor	4135	9	RECOMMENDED_13	Unused Functions
      Violation: clang_getTranslationUnitTargetInfo defined but not called.	clang_getTranslationUnitTargetInfo	4145	13	RECOMMENDED_13	Unused Functions
      Violation: clang_TargetInfo_getTriple defined but not called.	clang_TargetInfo_getTriple	4156	9	RECOMMENDED_13	Unused Functions
      Violation: clang_TargetInfo_getPointerWidth defined but not called.	clang_TargetInfo_getPointerWidth	4170	4	RECOMMENDED_13	Unused Functions
      Violation: clang_TargetInfo_dispose defined but not called.	clang_TargetInfo_dispose	4182	5	RECOMMENDED_13	Unused Functions
      Violation: clang_getFileTime defined but not called.	clang_getFileTime	4201	7	RECOMMENDED_13	Unused Functions
      Violation: clang_getFile defined but not called.	clang_getFile	4209	7	RECOMMENDED_13	Unused Functions
      Violation: clang_getFileContents defined but not called.	clang_getFileContents	4221	12	RECOMMENDED_13	Unused Functions
      Violation: clang_isFileMultipleIncludeGuarded defined but not called.	clang_isFileMultipleIncludeGuarded	4242	9	RECOMMENDED_13	Unused Functions
      Violation: clang_getFileUniqueID defined but not called.	clang_getFileUniqueID	4258	4	RECOMMENDED_13	Unused Functions
      Violation: clang_File_isEqual defined but not called.	clang_File_isEqual	4270	4	RECOMMENDED_13	Unused Functions
      Violation: clang_File_tryGetRealPathName defined but not called.	clang_File_tryGetRealPathName	4282	9	RECOMMENDED_13	Unused Functions
      Violation: clang_visitChildrenWithBlock defined but not called.	clang_visitChildrenWithBlock	4407	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getSpellingNameRange defined but not called.	clang_Cursor_getSpellingNameRange	4610	14	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getMangling defined but not called.	clang_Cursor_getMangling	4705	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getCXXManglings defined but not called.	clang_Cursor_getCXXManglings	4719	13	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getObjCManglings defined but not called.	clang_Cursor_getObjCManglings	4733	13	RECOMMENDED_13	Unused Functions
      Violation: clang_getCursorPrintingPolicy defined but not called.	clang_getCursorPrintingPolicy	4747	17	RECOMMENDED_13	Unused Functions
      Violation: clang_PrintingPolicy_dispose defined but not called.	clang_PrintingPolicy_dispose	4753	5	RECOMMENDED_13	Unused Functions
      Violation: clang_PrintingPolicy_getProperty defined but not called.	clang_PrintingPolicy_getProperty	4759	0	RECOMMENDED_13	Unused Functions
      Violation: clang_PrintingPolicy_setProperty defined but not called.	clang_PrintingPolicy_setProperty	4824	5	RECOMMENDED_13	Unused Functions
      Violation: clang_getCursorPrettyPrinted defined but not called.	clang_getCursorPrettyPrinted	4915	9	RECOMMENDED_13	Unused Functions
      Violation: clang_getCursor defined but not called.	clang_getCursor	5613	9	RECOMMENDED_13	Unused Functions
      Violation: clang_hashCursor defined but not called.	clang_hashCursor	5695	9	RECOMMENDED_13	Unused Functions
      Violation: clang_isInvalidDeclaration defined but not called.	clang_isInvalidDeclaration	5713	9	RECOMMENDED_13	Unused Functions
      Violation: clang_isUnexposed defined but not called.	clang_isUnexposed	5746	9	RECOMMENDED_13	Unused Functions
      Violation: clang_getCanonicalCursor defined but not called.	clang_getCanonicalCursor	6417	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getObjCSelectorIndex defined but not called.	clang_Cursor_getObjCSelectorIndex	6436	4	RECOMMENDED_13	Unused Functions
      Violation: clang_getOverloadedDecl defined but not called.	clang_getOverloadedDecl	6459	9	RECOMMENDED_13	Unused Functions
      Violation: clang_getDefinitionSpellingAndExtent defined but not called.	clang_getDefinitionSpellingAndExtent	6486	5	RECOMMENDED_13	Unused Functions
      Violation: clang_enableStackTraces defined but not called.	clang_enableStackTraces	6556	5	RECOMMENDED_13	Unused Functions
      Violation: clang_executeOnThread defined but not called.	clang_executeOnThread	6561	5	RECOMMENDED_13	Unused Functions
      Violation: clang_getTokenSpelling defined but not called.	clang_getTokenSpelling	6582	9	RECOMMENDED_13	Unused Functions
      Violation: clang_getTokenExtent defined but not called.	clang_getTokenExtent	6638	14	RECOMMENDED_13	Unused Functions
      Violation: clang_getToken defined but not called.	clang_getToken	6724	9	RECOMMENDED_13	Unused Functions
      Violation: clang_tokenize defined but not called.	clang_tokenize	6760	5	RECOMMENDED_13	Unused Functions
      Violation: clang_disposeTokens defined but not called.	clang_disposeTokens	6798	5	RECOMMENDED_13	Unused Functions
      Violation: clang_annotateTokens defined but not called.	clang_annotateTokens	7600	5	RECOMMENDED_13	Unused Functions
      Violation: clang_getCursorLinkage defined but not called.	clang_getCursorLinkage	7643	14	RECOMMENDED_13	Unused Functions
      Violation: clang_getCursorVisibility defined but not called.	clang_getCursorVisibility	7666	17	RECOMMENDED_13	Unused Functions
      Violation: clang_getCursorAvailability defined but not called.	clang_getCursorAvailability	7757	24	RECOMMENDED_13	Unused Functions
      Violation: clang_getCursorPlatformAvailability defined but not called.	clang_getCursorPlatformAvailability	7877	4	RECOMMENDED_13	Unused Functions
      Violation: clang_disposeCXPlatformAvailability defined but not called.	clang_disposeCXPlatformAvailability	7922	5	RECOMMENDED_13	Unused Functions
      Violation: clang_getCursorLanguage defined but not called.	clang_getCursorLanguage	7927	15	RECOMMENDED_13	Unused Functions
      Violation: clang_getCursorTLSKind defined but not called.	clang_getCursorTLSKind	7934	10	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getStorageClass defined but not called.	clang_Cursor_getStorageClass	7969	21	RECOMMENDED_13	Unused Functions
      Violation: clang_getCursorSemanticParent defined but not called.	clang_getCursorSemanticParent	8000	9	RECOMMENDED_13	Unused Functions
      Violation: clang_getCursorLexicalParent defined but not called.	clang_getCursorLexicalParent	8020	9	RECOMMENDED_13	Unused Functions
      Violation: clang_getIncludedFile defined but not called.	clang_getIncludedFile	8037	7	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getObjCPropertyAttributes defined but not called.	clang_Cursor_getObjCPropertyAttributes	8045	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getObjCPropertyGetterName defined but not called.	clang_Cursor_getObjCPropertyGetterName	8075	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getObjCPropertySetterName defined but not called.	clang_Cursor_getObjCPropertySetterName	8087	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getObjCDeclQualifiers defined but not called.	clang_Cursor_getObjCDeclQualifiers	8099	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_isObjCOptional defined but not called.	clang_Cursor_isObjCOptional	8123	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_isVariadic defined but not called.	clang_Cursor_isVariadic	8136	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_isExternalSymbol defined but not called.	clang_Cursor_isExternalSymbol	8149	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getCommentRange defined but not called.	clang_Cursor_getCommentRange	8169	14	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getRawCommentText defined but not called.	clang_Cursor_getRawCommentText	8182	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getBriefCommentText defined but not called.	clang_Cursor_getBriefCommentText	8197	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Cursor_getModule defined but not called.	clang_Cursor_getModule	8216	9	RECOMMENDED_13	Unused Functions
      Violation: clang_getModuleForFile defined but not called.	clang_getModuleForFile	8226	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Module_getASTFile defined but not called.	clang_Module_getASTFile	8242	7	RECOMMENDED_13	Unused Functions
      Violation: clang_Module_getParent defined but not called.	clang_Module_getParent	8249	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Module_getName defined but not called.	clang_Module_getName	8256	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Module_getFullName defined but not called.	clang_Module_getFullName	8263	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Module_isSystem defined but not called.	clang_Module_isSystem	8270	4	RECOMMENDED_13	Unused Functions
      Violation: clang_Module_getNumTopLevelHeaders defined but not called.	clang_Module_getNumTopLevelHeaders	8277	9	RECOMMENDED_13	Unused Functions
      Violation: clang_Module_getTopLevelHeader defined but not called.	clang_Module_getTopLevelHeader	8291	7	RECOMMENDED_13	Unused Functions
      Violation: clang_CXXConstructor_isDefaultConstructor defined but not called.	clang_CXXConstructor_isDefaultConstructor	8313	9	RECOMMENDED_13	Unused Functions
      Violation: clang_CXXConstructor_isCopyConstructor defined but not called.	clang_CXXConstructor_isCopyConstructor	8323	9	RECOMMENDED_13	Unused Functions
      Violation: clang_CXXConstructor_isMoveConstructor defined but not called.	clang_CXXConstructor_isMoveConstructor	8333	9	RECOMMENDED_13	Unused Functions
      Violation: clang_CXXConstructor_isConvertingConstructor defined but not called.	clang_CXXConstructor_isConvertingConstructor	8343	9	RECOMMENDED_13	Unused Functions
      Violation: clang_CXXField_isMutable defined but not called.	clang_CXXField_isMutable	8354	9	RECOMMENDED_13	Unused Functions
      Violation: clang_CXXMethod_isPureVirtual defined but not called.	clang_CXXMethod_isPureVirtual	8364	9	RECOMMENDED_13	Unused Functions
      Violation: clang_CXXMethod_isConst defined but not called.	clang_CXXMethod_isConst	8374	9	RECOMMENDED_13	Unused Functions
      Violation: clang_CXXMethod_isDefaulted defined but not called.	clang_CXXMethod_isDefaulted	8384	9	RECOMMENDED_13	Unused Functions
      Violation: clang_CXXMethod_isStatic defined but not called.	clang_CXXMethod_isStatic	8394	9	RECOMMENDED_13	Unused Functions
      Violation: clang_CXXMethod_isVirtual defined but not called.	clang_CXXMethod_isVirtual	8404	9	RECOMMENDED_13	Unused Functions
      Violation: clang_CXXRecord_isAbstract defined but not called.	clang_CXXRecord_isAbstract	8414	9	RECOMMENDED_13	Unused Functions
      Violation: clang_EnumDecl_isScoped defined but not called.	clang_EnumDecl_isScoped	8425	9	RECOMMENDED_13	Unused Functions
      Violation: clang_getIBOutletCollectionType defined but not called.	clang_getIBOutletCollectionType	8438	7	RECOMMENDED_13	Unused Functions
      Violation: clang_getSkippedRanges defined but not called.	clang_getSkippedRanges	8608	19	RECOMMENDED_13	Unused Functions
      Violation: clang_getAllSkippedRanges defined but not called.	clang_getAllSkippedRanges	8650	19	RECOMMENDED_13	Unused Functions
      Violation: clang_disposeSourceRangeList defined but not called.	clang_disposeSourceRangeList	8677	5	RECOMMENDED_13	Unused Functions
      Violation: clang_getClangVersion defined but not called.	clang_getClangVersion	8846	9	RECOMMENDED_13	Unused Functions
      Violation: SetSafetyThreadStackSize defined but not called.	SetSafetyThreadStackSize	8716	5	RECOMMENDED_13	Unused Functions
      Violation: getMacroInfo defined but not called.	getMacroInfo	8774	26	RECOMMENDED_13	Unused Functions
      Violation: checkForMacroInMacroDefinition defined but not called.	checkForMacroInMacroDefinition	8786	9	RECOMMENDED_13	Unused Functions
      Violation: VisitBlockDecl defined but not called.	VisitBlockDecl	586	20	RECOMMENDED_13	Unused Functions
      Violation: VisitTranslationUnitDecl defined but not called.	VisitTranslationUnitDecl	676	20	RECOMMENDED_13	Unused Functions
      Violation: VisitTypeAliasTemplateDecl defined but not called.	VisitTypeAliasTemplateDecl	680	20	RECOMMENDED_13	Unused Functions
      Violation: VisitTypeAliasDecl defined but not called.	VisitTypeAliasDecl	687	20	RECOMMENDED_13	Unused Functions
      Violation: VisitTypedefDecl defined but not called.	VisitTypedefDecl	694	20	RECOMMENDED_13	Unused Functions
      Violation: VisitClassTemplateSpecializationDecl defined but not called.	VisitClassTemplateSpecializationDecl	705	20	RECOMMENDED_13	Unused Functions
      Violation: VisitClassTemplatePartialSpecializationDecl defined but not called.	VisitClassTemplatePartialSpecializationDecl	737	20	RECOMMENDED_13	Unused Functions
      Violation: VisitTemplateTypeParmDecl defined but not called.	VisitTemplateTypeParmDecl	754	20	RECOMMENDED_13	Unused Functions
      Violation: VisitEnumConstantDecl defined but not called.	VisitEnumConstantDecl	764	20	RECOMMENDED_13	Unused Functions
      Violation: VisitFieldDecl defined but not called.	VisitFieldDecl	893	20	RECOMMENDED_13	Unused Functions
      Violation: VisitVarDecl defined but not called.	VisitVarDecl	906	20	RECOMMENDED_13	Unused Functions
      Violation: VisitNonTypeTemplateParmDecl defined but not called.	VisitNonTypeTemplateParmDecl	916	20	RECOMMENDED_13	Unused Functions
      Violation: VisitFunctionTemplateDecl defined but not called.	VisitFunctionTemplateDecl	927	20	RECOMMENDED_13	Unused Functions
      Violation: VisitClassTemplateDecl defined but not called.	VisitClassTemplateDecl	937	20	RECOMMENDED_13	Unused Functions
      Violation: VisitTemplateTemplateParmDecl defined but not called.	VisitTemplateTemplateParmDecl	947	20	RECOMMENDED_13	Unused Functions
      Violation: VisitObjCTypeParamDecl defined but not called.	VisitObjCTypeParamDecl	958	20	RECOMMENDED_13	Unused Functions
      Violation: VisitObjCMethodDecl defined but not called.	VisitObjCMethodDecl	970	20	RECOMMENDED_13	Unused Functions
      Violation: VisitObjCCategoryDecl defined but not called.	VisitObjCCategoryDecl	1068	20	RECOMMENDED_13	Unused Functions
      Violation: VisitObjCProtocolDecl defined but not called.	VisitObjCProtocolDecl	1085	20	RECOMMENDED_13	Unused Functions
      Violation: VisitObjCPropertyDecl defined but not called.	VisitObjCPropertyDecl	1098	20	RECOMMENDED_13	Unused Functions
